,CPU Name,Platform Name,Single-core Score,Multi-core Score
1981,Apple M2 3480 MHz (8 cores),macOS,2677,10198
1982,Apple M2 3454 MHz (8 cores),macOS,2576,9420
1983,Apple M2 3469 MHz (8 cores),macOS,2658,10176
1984,Apple M2 3480 MHz (8 cores),macOS,2644,9874
1985,Apple M2 3476 MHz (8 cores),macOS,2558,9670
1986,Apple M2 3476 MHz (8 cores),macOS,2617,9852
1987,Apple M2 3460 MHz (8 cores),macOS,2579,9416
1988,Apple M2 3460 MHz (8 cores),macOS,2587,9446
1989,Apple M2 3474 MHz (8 cores),macOS,2637,9591
1990,Apple M2 3476 MHz (8 cores),macOS,2597,10149
1991,Apple M2 3476 MHz (8 cores),macOS,2622,10076
1992,Apple M2 1953 MHz (8 cores),macOS,1487,5401
1993,Apple M2 3381 MHz (8 cores),macOS,2456,9130
1994,Apple M2 3478 MHz (8 cores),macOS,2635,9432
1995,Apple M2 3476 MHz (8 cores),macOS,2487,8211
1996,Apple M2 3479 MHz (8 cores),macOS,2624,9963
1997,Apple M2 3479 MHz (8 cores),macOS,2559,9888
1998,Apple M2 3479 MHz (8 cores),macOS,2666,10013
1999,Apple M2 3481 MHz (8 cores),macOS,2620,9679
2000,Apple M2 1951 MHz (8 cores),macOS,1492,5638
2001,Apple M2 3479 MHz (8 cores),macOS,2657,10031
2002,Apple M2 3474 MHz (8 cores),macOS,2623,9836
2003,Apple M2 1948 MHz (8 cores),macOS,1447,5186
2004,Apple M2 3476 MHz (8 cores),macOS,2575,9328
2005,Apple M2 3447 MHz (8 cores),macOS,2484,9263
2006,Apple M2 3477 MHz (8 cores),macOS,2655,10088
2007,Apple M2 3475 MHz (8 cores),macOS,2610,9682
2008,Apple M2 3478 MHz (8 cores),macOS,2617,9985
2009,Apple M2 3477 MHz (8 cores),macOS,2656,9993
2010,VirtualApple 2400 MHz (8 cores),macOS,2646,10059
2011,Apple M2 3473 MHz (8 cores),macOS,2597,9688
2012,Apple M2 3181 MHz (8 cores),macOS,1904,5779
2013,Apple M2 1952 MHz (8 cores),macOS,1479,5385
2014,Apple M2 3181 MHz (8 cores),macOS,1238,4430
2015,Apple M2 3181 MHz (8 cores),macOS,1932,5980
2016,Apple M2 3475 MHz (8 cores),macOS,2631,9972
2017,Apple M2 3475 MHz (8 cores),macOS,2658,9990
2018,Apple M2 3469 MHz (8 cores),macOS,2436,9986
2019,Apple M2 3181 MHz (8 cores),macOS,1936,6322
2020,Apple M2 3478 MHz (8 cores),macOS,2639,9883
2021,Apple M2 3478 MHz (8 cores),macOS,2645,9929
2022,Apple M2 3475 MHz (8 cores),macOS,2619,9723
2023,Apple M2 1952 MHz (8 cores),macOS,1279,2926
2024,Apple M2 3475 MHz (8 cores),macOS,2641,9628
2025,Apple M2 3477 MHz (8 cores),macOS,2597,9442
2026,Apple M2 3476 MHz (8 cores),macOS,2584,9813
2027,Apple M2 3179 MHz (8 cores),macOS,2435,8073
2028,Apple M2 1951 MHz (8 cores),macOS,1489,5656
2029,Apple M2 3475 MHz (8 cores),macOS,2636,10103
2030,Apple M2 3474 MHz (8 cores),macOS,2541,9081
2031,Apple M2 3477 MHz (8 cores),macOS,2647,9990
2032,Apple M2 3475 MHz (8 cores),macOS,2674,10052
2033,Apple M2 3476 MHz (8 cores),macOS,2619,9833
2034,Apple M2 3476 MHz (8 cores),macOS,2560,9420
2035,Apple M2 3477 MHz (8 cores),macOS,2659,10120
2036,Apple M2 3475 MHz (8 cores),macOS,2656,9953
2037,Apple M2 3478 MHz (8 cores),macOS,2633,10076
2038,Apple M2 3477 MHz (8 cores),macOS,2629,10021
2039,Apple M2 3179 MHz (8 cores),macOS,1753,5069
2040,Apple M2 3466 MHz (8 cores),macOS,2642,10066
2041,Apple M2 3476 MHz (8 cores),macOS,2646,10126
2042,Apple M2 3466 MHz (8 cores),macOS,2650,9649
2043,Apple M2 1949 MHz (8 cores),macOS,1468,5525
2044,Apple M2 3476 MHz (8 cores),macOS,2639,10111
2045,Apple M2 3461 MHz (8 cores),macOS,2655,9991
2046,Apple M2 3476 MHz (8 cores),macOS,2645,10074
2047,Apple M2 3476 MHz (8 cores),macOS,2652,10093
2048,Apple M2 3461 MHz (8 cores),macOS,2656,10007
2049,Apple M2 3478 MHz (8 cores),macOS,2339,8517
2050,Apple M2 3478 MHz (8 cores),macOS,2410,8913
2051,Apple M2 3471 MHz (8 cores),macOS,2496,9359
2052,Apple M2 3471 MHz (8 cores),macOS,2570,9340
2053,Apple M2 3434 MHz (8 cores),macOS,2580,8861
2054,Apple M2 3476 MHz (8 cores),macOS,2632,10114
2055,Apple M2 3471 MHz (8 cores),macOS,2481,8318
2056,Apple M2 3477 MHz (8 cores),macOS,2625,10018
2057,Apple M2 3479 MHz (8 cores),macOS,2629,9910
2058,Apple M2 3479 MHz (8 cores),macOS,2646,10029
2059,Apple M2 3490 MHz (8 cores),macOS,2624,9840
2060,Apple M2 3490 MHz (8 cores),macOS,2643,9810
2061,Apple M2 3479 MHz (8 cores),macOS,2603,9444
2062,Apple M2 3476 MHz (8 cores),macOS,2662,9892
2063,Apple M2 3475 MHz (8 cores),macOS,2580,10154
2064,Apple M2 3475 MHz (8 cores),macOS,2628,10085
2065,Apple M2 3475 MHz (8 cores),macOS,2637,10023
2066,Apple M2 3475 MHz (8 cores),macOS,2612,10039
2067,Apple M2 3462 MHz (8 cores),macOS,2581,10100
2068,Apple M2 3477 MHz (8 cores),macOS,2670,10074
2069,Apple M2 3477 MHz (8 cores),macOS,2605,9758
2070,Apple M2 3464 MHz (8 cores),macOS,2641,10033
2071,Apple M2 3460 MHz (8 cores),macOS,2629,10091
2072,Apple M2 3475 MHz (8 cores),macOS,1461,7588
2073,Apple M2 3475 MHz (8 cores),macOS,2403,9186
2074,Apple M2 1945 MHz (8 cores),macOS,1414,4959
2075,Apple M2 3299 MHz (8 cores),macOS,2554,8860
2076,Apple M2 3478 MHz (8 cores),macOS,2614,9991
2077,Apple M2 3475 MHz (8 cores),macOS,2638,9457
2078,Apple M2 3475 MHz (8 cores),macOS,2575,10101
2079,Apple M2 3475 MHz (8 cores),macOS,2658,10085
2080,Apple M2 3480 MHz (8 cores),macOS,2617,10095
2081,Apple M2 3479 MHz (8 cores),macOS,2248,8094
2082,Apple M2 3475 MHz (8 cores),macOS,2628,9742
2083,Apple M2 1948 MHz (8 cores),macOS,1482,5160
2084,Apple M2 3460 MHz (8 cores),macOS,2645,9860
2085,Apple M2 3475 MHz (8 cores),macOS,2587,10159
2086,Apple M2 3475 MHz (8 cores),macOS,2663,10099
2087,Apple M2 3475 MHz (8 cores),macOS,2614,10064
2088,Apple M2 3475 MHz (8 cores),macOS,2586,8047
2089,Apple M2 3489 MHz (8 cores),macOS,2591,10033
2090,Apple M2 1952 MHz (8 cores),macOS,1416,4747
2091,Apple M2 1951 MHz (8 cores),macOS,1500,5566
2092,Apple M2 3175 MHz (8 cores),macOS,1483,5369
2093,Apple M2 3477 MHz (8 cores),macOS,2635,9373
2094,Apple M2 3477 MHz (8 cores),macOS,2583,9334
2095,Apple M2 3464 MHz (8 cores),macOS,2639,10137
2096,Apple M2 3175 MHz (8 cores),macOS,2583,9495
2097,Apple M2 3468 MHz (8 cores),macOS,2593,9777
2098,Apple M2 3468 MHz (8 cores),macOS,2590,9763
2099,Apple M2 3472 MHz (8 cores),macOS,2604,9721
2100,Apple M2 3476 MHz (8 cores),macOS,2616,9427
2101,Apple M2 3464 MHz (8 cores),macOS,2655,10112
2102,Apple M2 3474 MHz (8 cores),macOS,2622,9649
2103,Apple M2 3469 MHz (8 cores),macOS,2602,9140
2104,Apple M2 3478 MHz (8 cores),macOS,2653,10006
2105,Apple M2 3475 MHz (8 cores),macOS,2662,10122
2106,Apple M2 3456 MHz (8 cores),macOS,2661,10162
2107,Apple M2 3474 MHz (8 cores),macOS,2638,9932
2108,Apple M2 3480 MHz (8 cores),macOS,2586,9837
2109,Apple M2 3416 MHz (8 cores),macOS,2611,10069
2110,Apple M2 3474 MHz (8 cores),macOS,2648,9886
2111,Apple M2 3474 MHz (8 cores),macOS,2667,10076
2112,Apple M2 3475 MHz (8 cores),macOS,2605,9518
2113,Apple M2 3478 MHz (8 cores),macOS,2661,10142
2114,Apple M2 3482 MHz (8 cores),macOS,2641,10052
2115,Apple M2 3482 MHz (8 cores),macOS,2638,10044
2116,Apple M2 3479 MHz (8 cores),macOS,2640,10043
2117,Apple M2 3479 MHz (8 cores),macOS,2566,9576
2118,Apple M2 3479 MHz (8 cores),macOS,2583,10039
2119,Apple M2 3477 MHz (8 cores),macOS,2596,9587
2120,Apple M2 3478 MHz (8 cores),macOS,2653,10119
2121,Apple M2 3473 MHz (8 cores),macOS,2621,9834
2122,Apple M2 3465 MHz (8 cores),macOS,2651,10060
2123,Apple M2 3476 MHz (8 cores),macOS,2661,10012
2124,Apple M2 3477 MHz (8 cores),macOS,2645,9984
2125,Apple M2 3477 MHz (8 cores),macOS,2662,10041
2126,Apple M2 3477 MHz (8 cores),macOS,2645,9971
2127,Apple M2 3477 MHz (8 cores),macOS,2674,10058
2128,Apple M2 3477 MHz (8 cores),macOS,2661,10061
2129,Apple M2 3477 MHz (8 cores),macOS,2652,9859
2130,Apple M2 3475 MHz (8 cores),macOS,2640,9719
2131,Apple M2 3313 MHz (8 cores),macOS,2072,6262
2132,Apple M2 3472 MHz (8 cores),macOS,2404,7407
2133,Apple M2 3465 MHz (8 cores),macOS,2637,9980
2134,Apple M2 3171 MHz (8 cores),macOS,2451,9360
2135,Apple M2 3475 MHz (8 cores),macOS,2635,9618
2136,Apple M2 3460 MHz (8 cores),macOS,2631,9731
2137,Apple M2 3469 MHz (8 cores),macOS,2648,9749
2138,Apple M2 3464 MHz (8 cores),macOS,2612,9780
2139,Apple M2 3464 MHz (8 cores),macOS,2613,9574
2140,Apple M2 3480 MHz (8 cores),macOS,2644,9848
2141,Apple M2 3477 MHz (8 cores),macOS,2628,10100
2142,Apple M2 3477 MHz (8 cores),macOS,2571,8965
2143,Apple M2 3479 MHz (8 cores),macOS,2660,10089
2144,Apple M2 3473 MHz (8 cores),macOS,2591,9273
2145,Apple M2 3474 MHz (8 cores),macOS,2633,9961
2146,Apple M2 3486 MHz (8 cores),macOS,2652,10158
2147,Apple M2 3479 MHz (8 cores),macOS,2653,9924
2148,Apple M2 3476 MHz (8 cores),macOS,2667,10125
2149,Apple M2 3480 MHz (8 cores),macOS,2592,9203
2150,Apple M2 3481 MHz (8 cores),macOS,2608,9990
2151,Apple M2 3476 MHz (8 cores),macOS,2623,10033
2152,Apple M2 3478 MHz (8 cores),macOS,2639,10027
2153,Apple M2 3475 MHz (8 cores),macOS,2559,9289
2154,Apple M2 3479 MHz (8 cores),macOS,2567,9626
2155,Apple M2 3478 MHz (8 cores),macOS,2631,9847
2156,Apple M2 3477 MHz (8 cores),macOS,2652,10034
2157,Apple M2 3476 MHz (8 cores),macOS,2586,9612
2158,Apple M2 3464 MHz (8 cores),macOS,2648,10007
2159,Apple M2 3471 MHz (8 cores),macOS,2661,10106
2160,Apple M2 3475 MHz (8 cores),macOS,2660,10147
2161,Apple M2 3474 MHz (8 cores),macOS,2670,10079
2162,Apple M2 3320 MHz (8 cores),macOS,2512,9619
2163,Apple M2 3478 MHz (8 cores),macOS,2644,10156
2164,Apple M2 3478 MHz (8 cores),macOS,2666,10040
2165,Apple M2 1953 MHz (8 cores),macOS,1655,9586
2166,Apple M2 3477 MHz (8 cores),macOS,2592,9682
2167,Apple M2 3479 MHz (8 cores),macOS,2655,10117
2168,Apple M2 3471 MHz (8 cores),macOS,2636,10116
2169,Apple M2 3461 MHz (8 cores),macOS,2542,9262
2170,Apple M2 3480 MHz (8 cores),macOS,2679,10003
2171,Apple M2 1945 MHz (8 cores),macOS,1446,3918
2172,Apple M2 3480 MHz (8 cores),macOS,2636,10081
2173,Apple M2 1950 MHz (8 cores),macOS,1477,4966
2174,Apple M2 3479 MHz (8 cores),macOS,2656,9871
2175,Apple M2 3476 MHz (8 cores),macOS,2656,10109
2176,Apple M2 3478 MHz (8 cores),macOS,2640,10016
2177,Apple M2 3471 MHz (8 cores),macOS,2582,9391
2178,Apple M2 3471 MHz (8 cores),macOS,2593,9760
2179,Apple M2 3471 MHz (8 cores),macOS,2562,9697
2180,Apple M2 3471 MHz (8 cores),macOS,2588,9480
2181,Apple M2 3471 MHz (8 cores),macOS,2589,9802
2182,Apple M2 3471 MHz (8 cores),macOS,2590,9857
2183,Apple M2 3471 MHz (8 cores),macOS,2597,9780
2184,Apple M2 3471 MHz (8 cores),macOS,2586,9884
2185,Apple M2 3471 MHz (8 cores),macOS,2593,9845
2186,Apple M2 3471 MHz (8 cores),macOS,2590,9804
2187,Apple M2 3471 MHz (8 cores),macOS,2598,9779
2188,Apple M2 3471 MHz (8 cores),macOS,2588,9726
2189,Apple M2 3471 MHz (8 cores),macOS,2592,9151
2190,Apple M2 3475 MHz (8 cores),macOS,2611,9328
2191,Apple M2 3475 MHz (8 cores),macOS,2559,8731
2192,Apple M2 3475 MHz (8 cores),macOS,2560,8729
2193,Apple M2 3475 MHz (8 cores),macOS,2410,8727
2194,Apple M2 3475 MHz (8 cores),macOS,2399,8880
2195,Apple M2 3475 MHz (8 cores),macOS,2622,9394
2196,Apple M2 1949 MHz (8 cores),macOS,1486,5548
2197,Apple M2 3475 MHz (8 cores),macOS,2629,9686
2198,Apple M2 3475 MHz (8 cores),macOS,2624,9721
2199,Apple M2 1952 MHz (8 cores),macOS,1503,4395
2200,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1855,9422
2201,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2081,11700
2202,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2490,8673
2203,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2661,13171
2204,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2235,10309
2205,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2481,11682
2206,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2490,11383
2207,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2180,10700
2208,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2425,9898
2209,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2565,12966
2210,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2119,8392
2211,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2146,8565
2212,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2020,8685
2213,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1831,7063
2214,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2108,8652
2215,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2335,7120
2216,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2354,11487
2217,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2048,7538
2218,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1875,7124
2219,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2564,10573
2220,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2464,8470
2221,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2463,8495
2222,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1843,8194
2223,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1816,8217
2224,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1836,9189
2225,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1827,6260
2226,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2461,12161
2227,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2374,11016
2228,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2412,10876
2229,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2581,10490
2230,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2590,10571
2231,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2522,10366
2232,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2551,9323
2233,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2522,10078
2234,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1779,8105
2235,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2566,13108
2236,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1864,8157
2237,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2489,10096
2238,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2472,9964
2239,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2464,9988
2240,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2438,9906
2241,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1801,7994
2242,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2199,9205
2243,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1725,7603
2244,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2564,10104
2245,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2561,9970
2246,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2674,13695
2247,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2570,11640
2248,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2586,11557
2249,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2558,11469
2250,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2572,11709
2251,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2578,11803
2252,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2564,11976
2253,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2456,10959
2254,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2481,12569
2255,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1566,5605
2256,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2260,11128
2257,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1259,7019
2258,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2247,12295
2259,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2026,8257
2260,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2523,10318
2261,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2602,12766
2262,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2281,9169
2263,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1235,5080
2264,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1946,9213
2265,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1951,9170
2266,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1864,6339
2267,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2151,9530
2268,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2619,12068
2269,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1996,7831
2270,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2374,10174
2271,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2479,9495
2272,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2329,9488
2273,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2604,10183
2274,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1951,8939
2275,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1963,9022
2276,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2444,10218
2277,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2551,13253
2278,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2511,13158
2279,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1864,8787
2280,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1914,8763
2281,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2417,10261
2282,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2165,11050
2283,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2402,10639
2284,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2408,12544
2285,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1207,7078
2286,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1223,7092
2287,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2421,11861
2288,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2366,11791
2289,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2492,12360
2290,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2502,13170
2291,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1777,9760
2292,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2297,8218
2293,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2489,13124
2294,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2472,12596
2295,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2548,12970
2296,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1601,9539
2297,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1162,6975
2298,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2530,11725
2299,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2557,11641
2300,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2663,12323
2301,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2247,9708
2302,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2468,11897
2303,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2574,11592
2304,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2401,9675
2305,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2145,8679
2306,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2056,8065
2307,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2026,7165
2308,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2633,12166
2309,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2089,7348
2310,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2219,9029
2311,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2612,11995
2312,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2620,12042
2313,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2605,11994
2314,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2646,12160
2315,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2504,10412
2316,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2507,11671
2317,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2199,7950
2318,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2281,8348
2319,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2357,11420
2320,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2463,11236
2321,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2348,11175
2322,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2251,10367
2323,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2337,11440
2324,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2124,10710
2325,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2401,10242
2326,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2436,11476
2327,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1212,6456
2328,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1222,6570
2329,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2132,7705
2330,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2359,11566
2331,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2455,11490
2332,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2532,9775
2333,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2303,6414
2334,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2295,6276
2335,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2110,7615
2336,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2209,8280
2337,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2189,7971
2338,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2327,8446
2339,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2152,9289
2340,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2431,9619
2341,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2657,12056
2342,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2366,11269
2343,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2453,9537
2344,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2472,9267
2345,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2222,8569
2346,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2539,9741
2347,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2435,9705
2348,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2631,11691
2349,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2437,8959
2350,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2411,11929
2351,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1137,7377
2352,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2552,11490
2353,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2212,7880
2354,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2228,8844
2355,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1920,8622
2356,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2494,12447
2357,Intel Celeron N4500 1112 MHz (2 cores),Windows,400,462
2358,Intel Celeron N4500 1112 MHz (2 cores),Windows,498,857
2360,Intel Celeron N4500 1112 MHz (2 cores),Windows,495,846
2361,Intel Celeron N4500 1112 MHz (2 cores),Windows,442,864
2362,Intel Celeron N4500 1112 MHz (2 cores),Windows,423,597
2363,Intel Celeron N4500 2800 MHz (2 cores),Linux,514,895
2364,Intel Celeron N4500 1114 MHz (2 cores),Windows,454,743
2365,Intel Celeron N4500 1112 MHz (2 cores),Windows,429,793
2366,Intel Celeron N4500 1112 MHz (2 cores),Windows,500,861
2367,Intel Celeron N4500 1114 MHz (2 cores),Windows,342,371
2368,Intel Celeron N4500 2800 MHz (2 cores),Linux,541,954
2369,Intel Celeron N4500 2800 MHz (2 cores),Linux,540,950
2370,Intel Celeron N4500 1112 MHz (2 cores),Windows,487,819
2371,Intel Celeron N4500 1114 MHz (2 cores),Windows,481,741
2372,Intel Celeron N4500 1112 MHz (2 cores),Windows,499,849
2373,Intel Celeron N4500 2800 MHz (2 cores),Linux,519,873
2374,Intel Celeron N4500 2800 MHz (2 cores),Linux,520,876
2375,Intel Celeron N4500 1114 MHz (2 cores),Windows,472,829
2376,Intel Celeron N4500 1114 MHz (2 cores),Windows,381,707
2377,Intel Celeron N4500 1114 MHz (2 cores),Windows,460,829
2378,Intel Celeron N4500 1113 MHz (2 cores),Windows,354,725
