,CPU Name,Platform Name,Single-core Score,Multi-core Score
0,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1373,3727
1,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1371,3742
2,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1319,4344
3,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1263,3582
4,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1291,2531
5,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1256,3697
6,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,706,2757
7,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1235,3558
8,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1292,3194
9,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1356,4034
10,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1157,3382
11,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,975,2727
12,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1296,3784
13,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1289,3695
14,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1359,4172
15,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,931,3129
16,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1373,4275
17,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,709,2647
18,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1385,4589
19,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,694,2621
20,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1404,4353
21,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,745,2512
22,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1375,4227
23,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,914,4138
24,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1333,3878
25,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1386,4497
26,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1384,4218
27,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,933,3312
28,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1023,3353
29,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1046,3268
30,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1354,4284
31,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1241,2555
32,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1328,2714
33,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1347,4261
34,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1310,3715
35,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1314,4332
36,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1294,3956
37,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1265,3956
38,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1347,4281
39,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1261,3657
40,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1333,4140
41,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1287,3551
42,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1053,3339
43,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1394,4342
44,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1351,3984
45,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1295,3803
46,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1304,3633
47,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1365,2176
48,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1350,2147
49,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1058,3301
50,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1351,3785
51,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1210,2010
52,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1236,1979
53,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1215,2548
54,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1349,4251
55,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1346,4228
56,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1161,3930
57,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1098,3406
58,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1099,3394
59,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1178,3984
60,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1309,3561
61,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1336,3628
62,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1337,3610
63,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1071,3365
64,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1368,3235
65,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1379,4280
66,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1031,3263
67,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1258,3541
68,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,911,3519
69,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1290,3830
70,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1371,4310
71,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1364,3633
72,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1369,3445
73,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1075,3344
74,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1000,3139
75,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1383,3757
76,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1379,3735
77,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1336,4183
78,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1075,3647
79,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1056,3263
80,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,1285,3678
81,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1067,3226
82,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1287,3520
83,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1375,4162
84,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1391,4438
85,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1074,3423
86,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1084,2552
87,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,910,2933
88,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1347,3991
89,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1294,3120
90,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1297,3584
91,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1325,4176
92,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1355,3960
93,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1300,3852
94,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1341,4143
95,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1303,3974
96,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1281,3607
97,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1190,3865
98,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1143,3530
99,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1313,3439
100,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1244,3933
101,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1158,3395
102,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,984,3397
103,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1318,3638
104,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1251,3733
105,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1121,3307
106,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1066,3149
107,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1402,4340
108,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1402,4396
109,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1132,3873
110,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1377,4264
111,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1376,4468
112,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1411,4559
113,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1378,4054
114,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1093,2789
115,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1071,3421
116,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1089,2766
117,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1270,3644
118,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1027,3216
119,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,770,2620
120,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1334,4099
121,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1309,4198
122,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1348,4455
123,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1074,3324
124,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1267,3673
125,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,792,2649
126,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1405,4373
127,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1358,4045
128,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,967,3157
129,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1313,4089
130,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1397,4507
131,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1216,2982
132,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,949,4003
133,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1075,3394
134,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,820,2999
135,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1343,4189
136,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1332,4137
137,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1288,3369
138,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,880,2581
139,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,840,1600
140,AMD Ryzen 5 7520U 6734 MHz (4 cores),Linux,912,1848
141,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1230,4140
142,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1360,4450
143,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1185,3575
144,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1299,4029
145,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1300,4058
146,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1298,4008
147,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1356,4025
148,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1352,4018
149,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1353,3686
150,AMD Ryzen 5 7520U 2801 MHz (4 cores),Windows,1281,3641
151,Intel Core i3-1305U 1600 MHz (5 cores),Windows,2071,4141
152,Intel Core i3-1305U 1600 MHz (5 cores),Windows,1686,3662
153,Intel Core i3-1305U 1600 MHz (5 cores),Windows,2030,4038
154,Intel Core i3-1305U 1600 MHz (5 cores),Windows,2051,3363
155,Intel Core i3-1305U 1600 MHz (5 cores),Windows,1953,3605
156,Intel Core i3-1305U 1600 MHz (5 cores),Windows,1917,4014
157,Intel Core i3-1305U 1600 MHz (5 cores),Windows,1935,3814
158,Intel Core i3-1305U 1600 MHz (5 cores),Windows,1686,2578
159,Intel Core i3-1305U 1600 MHz (5 cores),Windows,2059,4181
160,Intel Core i3-1305U 1600 MHz (5 cores),Windows,1994,4097
161,Intel Core i3-1315U 1200 MHz (6 cores),Windows,1890,4534
162,Intel Core i3-1315U 1200 MHz (6 cores),Windows,2035,6639
163,Intel Core i3-1315U 1200 MHz (6 cores),Windows,971,4014
164,Intel Core i3-1315U 1200 MHz (6 cores),Windows,1360,4732
165,Intel Core i3-1315U 1200 MHz (6 cores),Windows,2254,6837
166,Intel Core i3-1315U 1200 MHz (6 cores),Windows,2240,6464
167,Intel Core i3-1315U 297 MHz (8 cores),Linux,1979,5268
168,Intel Core i3-1315U 1482 MHz (8 cores),Linux,1753,5043
169,Intel Core i3-1315U 197 MHz (8 cores),Linux,1909,5321
170,Intel Core i3-1315U 1488 MHz (8 cores),Linux,1685,5246
171,Intel Core i3-13100T 2493 MHz (4 cores),Windows,2135,5200
172,Intel Core i3-13100T 2493 MHz (4 cores),Windows,2225,6574
173,Intel Core i3-13100T 2500 MHz (4 cores),Windows,1996,5999
174,Intel Core i3-1305U 1600 MHz (5 cores),Windows,1803,3566
175,Intel Core i3-13100T 5400 MHz (4 cores),Linux,2178,5471
176,Intel Core i3-1305U 1600 MHz (5 cores),Windows,2025,4096
177,Intel Core i3-1305U 1600 MHz (5 cores),Windows,2004,4151
178,Intel Core i3-13100T 2493 MHz (4 cores),Windows,2126,5786
179,Intel Core i3-13100T 2493 MHz (4 cores),Windows,2116,6345
180,Intel Core i3-12300T 2300 MHz (4 cores),Windows,2158,6927
181,Intel Core i3-12300T 2300 MHz (4 cores),Windows,2154,6709
182,Intel Core i3-12100E 3192 MHz (4 cores),Windows,1830,5693
183,Intel Core i3-12300 4514 MHz (4 cores),Windows,3081,11580
184,Intel Core i3-12300 4479 MHz (4 cores),Windows,3058,11423
185,Intel Core i3-12300 4480 MHz (4 cores),Windows,3037,11328
186,Intel Core i3-12300 3500 MHz (4 cores),Windows,2503,9224
187,Intel Core i3-12300 3500 MHz (4 cores),Windows,2535,7996
188,Intel Core i3-12300T 2294 MHz (4 cores),Windows,2038,7166
189,Intel Core i3-12300 4453 MHz (4 cores),Windows,3140,11698
190,Intel Core i3-12300 4375 MHz (4 cores),Windows,3068,11258
191,Intel Core i3-12300 4375 MHz (4 cores),Windows,3050,11360
192,Intel Core i3-12300 4375 MHz (4 cores),Windows,2990,11227
193,Intel Core i3-12300T 2294 MHz (4 cores),Windows,2037,6859
194,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1932,9285
195,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1747,6329
196,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1838,8665
197,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1726,6827
198,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1924,10089
199,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1870,9888
200,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1965,10324
201,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2011,10372
202,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1589,7293
203,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1991,9695
204,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1864,8492
205,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1819,7143
206,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2012,9859
207,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1921,9629
208,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1893,8187
209,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1895,8634
210,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1962,9008
211,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,827,3894
212,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1995,9976
213,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1934,9528
214,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1861,9695
215,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1896,9982
216,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1987,9661
217,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2001,9638
218,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1874,9244
219,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1885,8841
220,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1798,8175
221,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1891,9712
222,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1911,9639
223,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1869,9060
224,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1868,8534
225,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2019,10052
226,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1858,8964
227,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1973,10348
228,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1721,6336
229,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1930,9024
230,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1746,8059
231,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1977,10168
232,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1915,8915
233,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1984,10055
234,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1898,9104
235,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1942,7546
236,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1901,7401
237,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1901,8062
238,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1990,9923
239,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2026,10022
240,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1965,9643
241,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1983,9999
242,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2005,9902
243,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1748,6816
244,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1753,9104
245,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1918,8581
246,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1937,8774
247,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1932,10010
248,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1730,6320
249,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1947,8170
250,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1742,6364
251,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1921,8951
252,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,768,4047
253,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1974,9215
254,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1911,9457
255,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1967,8979
256,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1012,4635
257,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1922,9974
258,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1895,9614
259,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1881,8608
260,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2046,10458
261,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1970,10152
262,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1899,10033
263,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1911,10052
264,AMD Ryzen 7 6800H 4785 MHz (8 cores),Android,460,3013
265,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1977,8282
266,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1943,8570
267,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1979,9874
268,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2051,9864
269,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1693,6168
270,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1761,8529
271,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1908,8961
272,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1859,8620
273,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1935,6634
274,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1972,6915
275,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1983,8395
276,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1737,7425
277,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1946,8571
278,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1905,7565
279,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1926,9088
280,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1823,8170
281,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1774,8535
282,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1645,7814
283,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1993,10166
284,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1930,9469
285,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1955,9962
286,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1756,7521
287,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1818,8457
288,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1762,7611
289,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1752,7603
290,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1673,7019
291,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1950,9502
292,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2023,9843
293,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1971,10231
294,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1973,10177
295,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1683,6964
296,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1609,6152
297,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1795,6761
298,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1811,6753
299,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1786,6746
300,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1795,6741
301,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2017,9786
302,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1946,10020
303,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1649,8622
304,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1601,8310
305,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1993,10083
306,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1957,10059
307,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1946,9617
308,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1929,9613
309,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1783,6826
310,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1792,6780
311,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1779,6792
312,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1700,6640
313,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1766,6742
314,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1972,10146
315,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1081,3822
316,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1945,10199
317,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1982,10365
318,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1834,7194
319,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1903,9741
320,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,2058,9794
321,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,2074,10036
322,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,2083,9687
323,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1965,8898
324,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1980,9643
325,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1995,10288
326,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1842,7928
327,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1619,7961
328,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1901,8156
329,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1924,9752
330,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1838,7907
331,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1856,8505
332,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2018,10103
333,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1838,8598
334,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1929,9900
335,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1916,9198
336,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1603,7793
337,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1848,8783
338,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1843,8783
339,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1850,8771
340,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1849,8821
341,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1879,8856
342,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1798,8474
343,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1881,8953
344,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2002,10170
345,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1896,9410
346,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1714,7811
347,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1982,10145
348,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,2005,9738
349,AMD Ryzen 7 6800H 4785 MHz (8 cores),Linux,1951,9285
350,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1713,7110
351,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1654,6933
352,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1385,6228
353,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1967,10366
354,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1954,9858
355,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1910,7759
356,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1544,7797
357,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1901,7269
358,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1882,7282
359,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1899,7293
360,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1960,8350
361,AMD Ryzen 7 6800H 3201 MHz (8 cores),Windows,1987,9960
