,CPU Name,Platform Name,Single-core Score,Multi-core Score,quarry
7166,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1306,3769,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7167,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1119,3228,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7168,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1021,3386,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7169,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1286,3516,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7170,AMD Ryzen 3 7320U 6375 MHz (4 cores),Linux,1366,4346,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7171,AMD Ryzen 3 7320U 6375 MHz (4 cores),Linux,1373,4295,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7172,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1302,3941,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7173,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1237,3485,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7174,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1311,4126,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7175,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1260,4059,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7176,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1277,4203,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7177,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1305,3889,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7178,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1314,4128,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7179,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1273,3670,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7180,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1256,3482,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7181,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1095,3399,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7182,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1225,3361,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7183,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1270,3929,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7184,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1275,3911,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7185,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1258,3446,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7186,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,965,3055,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7187,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1243,3518,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7188,AMD Ryzen 3 7320U 6375 MHz (4 cores),Linux,1392,4518,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7189,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,805,2641,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7190,AMD Ryzen 3 7320U 6375 MHz (4 cores),Linux,1328,4007,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7191,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1123,3818,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7192,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,819,2766,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7193,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1060,3358,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7194,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1326,4203,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7195,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,913,3093,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7196,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1222,3365,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7197,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,781,2855,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7198,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1296,3531,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7199,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1092,3393,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7200,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1233,3813,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7201,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1054,3422,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7202,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1324,4208,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7203,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1293,3826,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7204,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1234,3444,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7205,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1195,3424,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7206,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1236,3518,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7207,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1149,3484,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7208,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1120,3810,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7209,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,988,3117,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7210,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1112,3319,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7211,AMD Ryzen 3 7320U 6375 MHz (4 cores),Linux,1400,4575,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7212,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1055,3071,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7213,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1280,3577,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7214,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1311,4009,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7215,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,869,2167,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7216,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1312,3824,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7217,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1315,3727,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7218,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1261,3466,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7219,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1216,3447,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7220,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1370,4357,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7221,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1236,3794,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7222,AMD Ryzen 3 7320U 6375 MHz (4 cores),Linux,1339,3704,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7223,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1284,3983,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7224,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1349,4214,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7225,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1344,4058,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7226,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1246,3885,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7227,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1358,4178,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7228,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1046,3371,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7229,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1110,3349,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7230,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1075,2805,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7231,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1225,3984,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7232,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1060,3392,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7233,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1238,3124,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7234,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1100,3650,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7235,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1158,3492,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7236,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1113,3570,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7237,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1354,3396,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7238,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1275,4192,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7239,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1335,3979,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7240,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1218,3627,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7241,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1084,3325,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7242,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1042,3322,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7243,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1307,4202,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7244,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1315,4111,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7245,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1284,4123,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7246,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1295,4023,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7247,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1055,3266,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7248,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1069,3283,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7249,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,733,2705,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7250,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1069,3285,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7251,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1064,3407,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7252,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1099,3795,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7253,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,983,3634,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7254,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1295,4031,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7255,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1307,4081,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7256,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,935,3811,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7257,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1294,3725,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7258,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1322,4060,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7259,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1037,3347,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7260,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1165,3343,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7261,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1285,4026,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7262,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1316,3941,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7263,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1330,4282,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7264,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1333,3960,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7265,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1331,4140,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7266,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1340,4257,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7267,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1360,4215,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7268,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1333,4268,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7269,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1063,3288,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7270,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1285,4215,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7271,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1322,4164,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7272,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1299,3901,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7273,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1239,3564,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7274,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1283,3553,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7275,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,675,2431,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7276,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1077,3532,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7277,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1011,3569,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7278,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1294,3724,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7279,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1309,3971,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7280,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1305,4260,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7281,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1051,3321,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7282,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,973,2811,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7283,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1081,3318,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7284,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1313,4023,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7285,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1349,4295,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7286,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1291,4105,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7287,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1274,3946,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7288,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1249,3990,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7289,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1264,3833,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7290,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1070,3757,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7291,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1081,3728,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7292,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1207,3172,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7293,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1268,4145,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7294,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1244,4059,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7295,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1024,3068,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7296,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,780,2831,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7297,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1186,3501,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7298,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1242,3701,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7299,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1166,3714,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7300,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1209,3894,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7301,AMD Ryzen 3 7320U 2401 MHz (4 cores),Windows,1224,3819,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+3+7320U++
7302,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1744,4642,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7303,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1429,3636,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7304,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1584,3687,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7305,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1606,3791,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7306,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1485,3498,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7307,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1644,4930,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7308,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1655,3917,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7309,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1712,3668,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7310,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1680,3961,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7311,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1611,3912,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7312,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1791,5355,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7313,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1731,4082,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7314,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1760,5603,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7315,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1849,5794,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7316,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,942,4435,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7317,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1685,4086,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7318,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1816,5755,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7319,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1699,3999,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7320,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1271,4479,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7321,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1690,3661,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7322,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1710,4038,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7323,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,783,2563,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7324,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1693,4480,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7325,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1691,3836,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7326,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1685,3994,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7327,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1692,4023,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7328,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1660,3935,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7329,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1789,5760,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7330,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1428,3778,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7331,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1391,3350,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7332,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1729,4117,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7333,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,978,2254,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7334,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1660,3883,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7335,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1711,4020,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7336,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1675,4045,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7337,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1786,4603,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7338,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1660,3345,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7339,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1438,3775,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7340,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,817,3847,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7341,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,798,2963,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
7342,AMD Ryzen 5 5500H 3301 MHz (4 cores),Windows,1762,4757,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+5+5500H+
