,CPU Name,Platform Name,Single-core Score,Multi-core Score,quarry
0,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2116,10129,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
1,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2311,11656,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
2,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2576,12662,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
3,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2414,10761,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
4,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2524,12349,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
5,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1942,7307,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
6,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2613,11155,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
7,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2596,10981,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
8,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2599,10989,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
9,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2556,11868,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
10,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2316,11974,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
11,AMD Ryzen 7 7840HS 5137 MHz (8 cores),Linux,1936,4776,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
12,AMD Ryzen 7 7840HS 5137 MHz (8 cores),Linux,2017,4864,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
13,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1662,8937,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
14,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2578,12820,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
15,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2604,12871,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
16,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2498,12737,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
17,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1944,7824,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
18,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1248,6413,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
19,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2549,12525,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
20,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2347,12221,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
21,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2318,11418,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
22,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2403,11503,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
23,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2464,11559,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
24,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1897,7431,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
25,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2690,12027,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
26,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2489,12799,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
27,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2357,10590,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
28,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2498,10130,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
29,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1749,8622,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
30,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1762,8286,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
31,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2523,12862,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
32,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2236,7152,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
33,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,1827,8239,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
34,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2668,11917,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
35,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2353,10533,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
36,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2443,11295,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
37,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2481,12893,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
38,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2456,10959,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
39,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2380,10526,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
40,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2456,12377,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
41,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1519,8572,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
42,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2627,11996,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
43,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2350,10363,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
44,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2326,10683,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
45,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2416,11268,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
46,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2417,11235,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
47,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2178,9474,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
48,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2581,11502,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
49,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2556,11978,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
50,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2114,8667,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
51,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2464,10543,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
52,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2612,11756,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
53,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2586,11767,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
54,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1891,7627,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
55,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2449,11897,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
56,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2655,11540,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
57,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2655,11485,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
58,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2605,11720,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
59,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2594,12909,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
60,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1751,9181,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
61,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2489,12808,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
62,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2284,10550,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
63,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1189,6953,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
64,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2306,10189,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
65,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2326,10826,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
66,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1708,7097,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
67,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2331,10771,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
68,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2234,11580,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
69,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2592,12683,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
70,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2469,12321,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
71,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2596,12511,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
72,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2087,12009,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
73,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2694,12239,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
74,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2500,12749,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
75,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1930,7443,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
76,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2410,11973,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
77,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2419,12023,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
78,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1925,7955,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
79,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,1939,10329,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
80,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2427,9641,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
81,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2467,10429,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
82,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2365,9373,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
83,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2439,9048,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
84,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2476,12423,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
85,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2511,12254,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
86,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2378,9600,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
87,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2452,12553,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
88,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2544,12796,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
89,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2656,11884,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
90,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1573,8562,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
91,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,1972,10234,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
92,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2659,11892,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
93,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2661,11947,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
94,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2653,11923,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
95,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2014,10560,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
96,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,847,5258,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
97,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2335,12033,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
98,AMD Ryzen 7 PRO 7840HS 6679 MHz (8 cores),Linux,1841,11190,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
99,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2389,10507,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
100,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2253,10725,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
101,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2458,9718,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
102,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2452,9547,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
103,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2463,9494,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
104,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1692,8248,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
105,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2299,9952,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
106,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1689,9066,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
107,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2020,10179,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
108,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1307,6342,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
109,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2135,10317,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
110,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2426,11139,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
111,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2675,12310,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
112,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2406,12347,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
113,AMD Ryzen 7 7840HS 5137 MHz (8 cores),Linux,1086,6056,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
114,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2395,11447,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
115,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2573,11543,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
116,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2495,11534,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
117,AMD Ryzen 7 PRO 7840HS 5293 MHz (8 cores),Linux,2667,12947,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
118,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2596,11373,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
119,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2377,11919,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
120,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2124,12111,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
121,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2345,12748,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
122,AMD Ryzen 7 7840HS 5137 MHz (8 cores),Linux,2549,11678,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
123,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1793,9892,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
124,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2397,10829,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
125,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1914,7607,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
126,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2634,11677,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
127,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2341,12126,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
128,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2341,11857,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
129,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2469,11286,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
130,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1452,5035,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
131,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2503,11583,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
132,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2702,12458,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
133,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1927,9561,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
134,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2547,12507,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
135,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2547,12461,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
136,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2457,12396,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
137,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2602,12180,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
138,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2304,10769,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
139,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2522,11436,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
140,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2101,10844,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
141,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2077,10526,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
142,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2127,5789,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
143,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2172,5624,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
144,AMD Ryzen 7 7840HS 5293 MHz (8 cores),Linux,2582,12997,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
145,AMD Ryzen 7 7840HS 5293 MHz (8 cores),Linux,2646,13254,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
146,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2129,10085,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
147,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2593,11203,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
148,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2350,10749,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
149,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1826,5584,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
150,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2468,11638,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
151,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1894,10004,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
152,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2503,11476,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
153,AMD Ryzen 7 7840HS 5293 MHz (8 cores),Linux,2717,12949,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
154,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2594,11345,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
155,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2371,10617,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
156,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2439,12476,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
157,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2464,12563,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
158,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2446,12455,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
159,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2636,11896,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
160,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2603,11893,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
161,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2165,10606,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
162,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2271,10834,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
163,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1873,8805,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
164,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2503,11210,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
165,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2030,11004,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
166,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2531,11306,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
167,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2525,11271,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
168,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2507,12546,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
169,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2582,11121,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
170,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2670,11731,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
171,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2567,11373,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
172,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2329,11554,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
173,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,2452,11487,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
174,AMD Ryzen 7 PRO 7840HS 3801 MHz (8 cores),Windows,1765,8414,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
175,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,1400,11349,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
176,AMD Ryzen 7 PRO 7840HS 5137 MHz (8 cores),Linux,2227,6869,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
177,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2227,10788,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
178,AMD Ryzen 7 7840HS 3801 MHz (8 cores),Windows,2253,10758,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+7840HS+
