,index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,quarry,urls_quarry,num_pages
212,223,asus,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),31990,59,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Asus 11th Gen Core i3 ,https://browser.geekbench.com/search?q=Asus+11th+Gen+Core+i3+,0
213,224,apple,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),144990,56,apple,m2,8,8,8,SSD,512,No secondary storage,0,apple,apple,False,15.3,2880,1864,mac,1,Apple MacBook Air 15 2023 Apple M2 ,https://browser.geekbench.com/search?q=Apple+MacBook+Air+15+2023+Apple+M2+,161
214,225,infinix,Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),25990,57,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Infinix 11th Gen Core i3 ,https://browser.geekbench.com/search?q=Infinix+11th+Gen+Core+i3+,0
215,226,acer,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),31990,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer 12th Gen Core i3 ,https://browser.geekbench.com/search?q=Acer+12th+Gen+Core+i3+,1
216,227,dell,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),57300,62,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Dell 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Dell+12th+Gen+Core+i5+,9
217,228,acer,Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),29990,59,intel,core i3,2,4,8,SSD,256,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Acer 11th Gen Core i3  ,https://browser.geekbench.com/search?q=Acer+11th+Gen+Core+i3++,0
218,229,hp,HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),49990,65,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1,HP AMD Ryzen 5 5600H ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+5+5600H+,112
219,230,asus,Asus Vivobook 15 X1502ZA-EJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56500,64,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Asus+12th+Gen+Core+i5+,17
220,231,asus,Asus Vivobook 15 M1502QA-EJ742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),56990,58,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Asus Ryzen 7 5800H ,https://browser.geekbench.com/search?q=Asus+Ryzen+7+5800H+,19
221,232,acer,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990,70,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Acer 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Acer+12th+Gen+Core+i5+,4
222,233,acer,Acer Aspire 5 14 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56990,67,intel,core i5,10,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,14.0,1920,1080,windows,1,Acer 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Acer+13th+Gen+Core+i5+,10
223,234,asus,ASUS TUF Gaming A16 Advantage Edition FA617XS-N3025WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),119990,80,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,amd,dedicated,False,15.6,1920,1200,windows,1,ASUS AMD Ryzen 9 7940HS  ,https://browser.geekbench.com/search?q=ASUS+AMD+Ryzen+9+7940HS++,23
224,235,asus,Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),179990,77,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,Asus 13th Gen Core i9 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i9+,10
225,236,asus,Asus ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),189990,79,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,Asus 13th Gen Core i9 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i9+,10
226,237,asus,Asus ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),121489,78,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,Asus 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i7+,10
227,238,asus,Asus Vivobook 15 X1502ZA-EJ532WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47830,64,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Asus+12th+Gen+Core+i5+,17
228,239,hp,HP 15s-fr4001TU Laptop (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),52490,65,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 11th Gen Core i5/16GB ,https://browser.geekbench.com/search?q=HP+11th+Gen+Core+i5/16GB+,0
229,240,msi,MSI Katana 15 B12UDXK-1005IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),67990,73,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,MSI 12th Gen Core i5 ,https://browser.geekbench.com/search?q=MSI+12th+Gen+Core+i5+,0
230,241,hp,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40190,59,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 12th Gen Core i3 ,https://browser.geekbench.com/search?q=HP+12th+Gen+Core+i3+,1
231,242,hp,HP 15-fd0013TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),61990,57,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 13th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+13th+Gen+Core+i5+,15
232,243,asus,Asus Vivobook 16X 2023 K3605VC-MB542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),89990,67,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,Asus 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i5+,20
233,244,asus,Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),55689,64,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,1,Asus 11th Gen Core i5 ,https://browser.geekbench.com/search?q=Asus+11th+Gen+Core+i5+,1
234,245,hp,HP 15-eg3036TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),89490,69,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 13th Gen Core i7 ,https://browser.geekbench.com/search?q=HP+13th+Gen+Core+i7+,36
235,246,acer,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),119990,75,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1,Acer 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Acer+13th+Gen+Core+i7+,14
236,247,msi,MSI Cyborg 15 A12UCX-264IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65490,69,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,MSI 12th Gen Core i5 ,https://browser.geekbench.com/search?q=MSI+12th+Gen+Core+i5+,0
237,248,hp,HP 15-fc0026AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),34990,54,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,HP AMD Ryzen 3 7320U ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+3+7320U+,3
238,249,asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop (AMD Ryzen 7-5800H/ 16GB/ 512GB SSD/Win11),69990,70,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,True,14.0,1920,1200,windows,1,Asus AMD Ryzen 7-5800H ,https://browser.geekbench.com/search?q=Asus+AMD+Ryzen+7-5800H+,19
239,250,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),78990,65,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,2880,1620,windows,1,Asus 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i5+,20
240,251,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11),105739,71,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,2880,1620,windows,1,Asus 13th Gen Core i9 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i9+,10
241,252,asus,Asus Vivobook 15 2023 X1504VA-NJ324WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),42990,59,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus 13th Gen Core i3 ,https://browser.geekbench.com/search?q=Asus+13th+Gen+Core+i3+,4
242,253,honor,Honor MagicBook X14 2023 FRI-F56 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),54990,66,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1,Honor 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Honor+12th+Gen+Core+i5+,4
243,254,lenovo,Lenovo E41-55 Laptop (Athlon Silver 3050U/ 8GB/ 256GB SSD/ Win11),21990,53,amd,other,2,2,8,SSD,256,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,Lenovo Athlon Silver 3050U ,https://browser.geekbench.com/search?q=Lenovo+Athlon+Silver+3050U+,4
244,255,lenovo,Lenovo V15 G3 82TTA00VIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),33400,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Lenovo 12th Gen Core i3 ,https://browser.geekbench.com/search?q=Lenovo+12th+Gen+Core+i3+,1
245,256,hp,HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),50990,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1,HP AMD Ryzen 5 5600H ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+5+5600H+,112
246,257,dell,Dell Vostro 3425 M552321WIN9S Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),50990,68,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,Dell AMD Ryzen 5 5625U ,https://browser.geekbench.com/search?q=Dell+AMD+Ryzen+5+5625U+,16
247,258,msi,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),43990,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,MSI Ryzen 5 7530U ,https://browser.geekbench.com/search?q=MSI+Ryzen+5+7530U+,0
248,259,acer,Acer Extensa 15 EX215-33 Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),27990,49,intel,core i3,8,8,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer Intel Core i3 N305 ,https://browser.geekbench.com/search?q=Acer+Intel+Core+i3+N305+,5
249,260,msi,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),105990,79,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2,MSI 12th Gen Core i7 ,https://browser.geekbench.com/search?q=MSI+12th+Gen+Core+i7+,0
250,261,hp,HP ProBook 445 G8 Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ Win11),46990,68,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,HP AMD Ryzen 7 5800U ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+7+5800U+,19
251,262,acer,Acer Aspire 5 UN.K3JSI.004 Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home),46990,67,intel,core i5,10,12,12,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Acer 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Acer+12th+Gen+Core+i5+,4
252,263,asus,Asus Vivobook 15 OLED 2023 M1505YA-LK541WS Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),53990,65,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Asus Ryzen 5 7530U ,https://browser.geekbench.com/search?q=Asus+Ryzen+5+7530U+,0
253,264,asus,Asus Vivobook Go 15 2023 E1504FA-NJ543WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),48579,60,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1,Asus Ryzen 5 7520U  ,https://browser.geekbench.com/search?q=Asus+Ryzen+5+7520U++,1
254,265,asus,Asus Vivobook 16 2023 M1605YA-MB741WS Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),70990,65,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,16.0,1920,1200,windows,1,Asus Ryzen 7 7730U ,https://browser.geekbench.com/search?q=Asus+Ryzen+7+7730U+,0
255,266,samsung,Samsung Galaxy Book 3 NP750XFG-KB1IN Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),69990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Samsung 13th Gen Core i5 ,https://browser.geekbench.com/search?q=Samsung+13th+Gen+Core+i5+,19
256,267,samsung,Samsung Galaxy Book 3 NP750XFG-KA3IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),75990,60,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Samsung 13th Gen Core i7 ,https://browser.geekbench.com/search?q=Samsung+13th+Gen+Core+i7+,45
257,268,infinix,Infinix INBook Y1 Plus Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home),24990,52,intel,core i3,2,4,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Infinix 10th Gen Core i3 ,https://browser.geekbench.com/search?q=Infinix+10th+Gen+Core+i3+,0
258,269,hp,HP Victus 15-fb0107AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),70990,69,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP Ryzen 7-5800H ,https://browser.geekbench.com/search?q=HP+Ryzen+7-5800H+,55
259,270,asus,Asus VivoBook 15 X1500EA-EJ3379WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),30890,50,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,Asus 11th Gen Core i3 ,https://browser.geekbench.com/search?q=Asus+11th+Gen+Core+i3+,0
260,271,hp,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),51990,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1,HP AMD Ryzen 5 5600H ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+5+5600H+,112
261,272,hp,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),57990,73,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1,HP 11th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+11th+Gen+Core+i5+,11
262,273,hp,HP 15s-fr4000TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),48450,62,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 11th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+11th+Gen+Core+i5+,11
263,274,hp,HP Envy x360 13-bf0121TU  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),79990,71,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,13.4,1920,1200,windows,1,HP 12th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+12th+Gen+Core+i5+,23
264,275,hp,HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),63990,64,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,HP 12th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+12th+Gen+Core+i5+,23
265,276,hp,HP 255 G8 6X4B2PA Laptop (AMD Athlon 3050/ 4GB/ 256GB SSD/ DOS),19299,39,amd,other,2,2,4,SSD,256,No secondary storage,0,amd,integrated,False,15.6,1920,1080,dos,1,HP AMD Athlon 3050 ,https://browser.geekbench.com/search?q=HP+AMD+Athlon+3050+,0
266,277,dell,Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69999,62,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1,Dell 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Dell+12th+Gen+Core+i5+,9
267,278,asus,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),62600,73,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1080,windows,1,Asus 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Asus+12th+Gen+Core+i5+,17
268,279,lenovo,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),99990,78,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1,Lenovo AMD Ryzen 7 5800H ,https://browser.geekbench.com/search?q=Lenovo+AMD+Ryzen+7+5800H+,208
269,280,msi,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),83990,78,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1660,windows,2,MSI 12th Gen Core i7 ,https://browser.geekbench.com/search?q=MSI+12th+Gen+Core+i7+,0
270,281,hp,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),59871,71,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,HP AMD Ryzen 5 5600H ,https://browser.geekbench.com/search?q=HP+AMD+Ryzen+5+5600H+,112
271,282,hp,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56999,54,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 12th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+12th+Gen+Core+i5+,23
272,283,asus,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),144990,85,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,2560,1440,windows,1,Asus AMD Ryzen 9 6900HS ,https://browser.geekbench.com/search?q=Asus+AMD+Ryzen+9+6900HS+,0
273,284,hp,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40609,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 11th Gen Core i3 ,https://browser.geekbench.com/search?q=HP+11th+Gen+Core+i3+,0
274,285,lenovo,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),64990,74,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1,Lenovo Ryzen 5 5600H ,https://browser.geekbench.com/search?q=Lenovo+Ryzen+5+5600H+,106
275,286,apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),132990,45,apple,m2,8,8,8,SSD,512,No secondary storage,0,apple,apple,False,13.6,2560,1664,mac,1,Apple MacBook Air 2022 Apple M2 ,https://browser.geekbench.com/search?q=Apple+MacBook+Air+2022+Apple+M2+,752
276,287,apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),136990,45,apple,m2,8,8,8,SSD,512,No secondary storage,0,apple,apple,False,13.3,2560,1600,mac,1,Apple MacBook Pro 2022 Apple M2 ,https://browser.geekbench.com/search?q=Apple+MacBook+Pro+2022+Apple+M2+,194
277,288,samsung,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),54990,59,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,No information,Samsung 12th Gen Core i5 ,https://browser.geekbench.com/search?q=Samsung+12th+Gen+Core+i5+,1
278,289,lenovo,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),24990,49,intel,celeron,4,2,4,HDD,128,SSD,128,intel,integrated,True,10.1,1200,800,windows,No information,Lenovo Celeron N4020 ,https://browser.geekbench.com/search?q=Lenovo+Celeron+N4020+,6
279,290,hp,HP Pavilion 15-eg2009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),63990,62,intel,core i5,12,16,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1,HP 12th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+12th+Gen+Core+i5+,23
280,291,hp,HP 247 G8 67U77PA Laptop (Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11),24990,52,amd,other,2,2,8,HDD,1024,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1,HP Athlon P-3045B HD ,https://browser.geekbench.com/search?q=HP+Athlon+P-3045B+HD+,0
281,292,samsung,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),116990,68,intel,core i7,8,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1080,1920,windows,1,Samsung 12th Gen Core i7 ,https://browser.geekbench.com/search?q=Samsung+12th+Gen+Core+i7+,1
282,293,hp,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),41750,64,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,HP Ryzen 5 5500U ,https://browser.geekbench.com/search?q=HP+Ryzen+5+5500U+,70
283,294,realme,Realme Book Slim Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),36990,52,intel,core i3,2,4,8,SSD,256,No secondary storage,0,intel,integrated,False,14.0,1440,2160,windows,1,Realme 11th Gen Core i3 ,https://browser.geekbench.com/search?q=Realme+11th+Gen+Core+i3+,0
284,295,dell,Dell Inspiron 3501 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10),52199,56,intel,core i5,4,8,8,HDD,1024,SSD,256,intel,integrated,False,15.6,1920,1080,windows,No information,Dell 11th Gen Core i5 ,https://browser.geekbench.com/search?q=Dell+11th+Gen+Core+i5+,3
285,296,avita,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),21390,56,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1,Avita AMD Ryzen 5 ,https://browser.geekbench.com/search?q=Avita+AMD+Ryzen+5+,5
286,297,hp,HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),90464,56,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,3,HP 8th Gen Core i5 ,https://browser.geekbench.com/search?q=HP+8th+Gen+Core+i5+,0
287,298,dell,Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph),87990,67,intel,core i7,4,8,8,SSD,256,No secondary storage,0,nvidia,dedicated,False,13.3,1920,1080,windows,1,Dell 8th Gen Core i7 ,https://browser.geekbench.com/search?q=Dell+8th+Gen+Core+i7+,0
288,300,chuwi,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),21990,50,intel,other,4,4,8,SSD,256,No secondary storage,0,intel,integrated,False,14.1,1920,1080,windows,1,Chuwi Intel Celeron N100 ,https://browser.geekbench.com/search?q=Chuwi+Intel+Celeron+N100+,0
